iter	Logloss
120	0.4021638481
121	0.401953255
122	0.4017627083
123	0.4016982798
124	0.401505804
125	0.4013077072
126	0.4009858697
127	0.400748701
128	0.4005059248
129	0.4002864866
130	0.4001053238
131	0.4000348893
132	0.39985606
133	0.3996674436
134	0.3995002446
135	0.3993204892
136	0.3990894009
137	0.3989449721
138	0.3986157137
139	0.3985002165
140	0.3982999112
141	0.3982249175
142	0.3980590509
143	0.3978772194
144	0.3977453171
145	0.3975614974
146	0.3974352092
147	0.3972856624
148	0.3971682062
149	0.396979242
150	0.3968663088
151	0.3967736796
152	0.3965348004
153	0.3963229817
154	0.3962021663
155	0.3960565276
156	0.3959262682
157	0.3957328054
158	0.3955806982
159	0.3954584711
160	0.3953159999
161	0.3951923454
162	0.3950819416
163	0.3949281713
164	0.3948126212
165	0.3946358465
166	0.3944089022
167	0.3942873696
168	0.3941673519
169	0.3940064949
170	0.3938762524
171	0.3937075147
172	0.3935625311
173	0.3934620392
174	0.3933845387
175	0.3932482882
176	0.3931390204
177	0.3930576491
178	0.3930380001
179	0.3927995099
180	0.3926678901
181	0.3925407756
182	0.3923491789
183	0.3922168651
184	0.3920759827
185	0.3920390192
186	0.3919180601
187	0.3917617109
188	0.3916625094
189	0.3914670006
190	0.3913246316
191	0.3910624846
192	0.3908687469
193	0.3907598188
194	0.3905984967
195	0.3905118069
196	0.3904466232
197	0.3903375138
198	0.3902453907
199	0.3901841284
200	0.3900224915
201	0.3898764403
202	0.3897652092
203	0.3897425769
204	0.3896097651
205	0.3895412877
206	0.3894179211
207	0.3893073019
208	0.3891736753
209	0.3890093388
210	0.3889493558
211	0.3888545737
212	0.388766046
213	0.3886964437
214	0.3884619832
215	0.3883347564
216	0.3883223617
217	0.3882103789
218	0.3881081438
219	0.3880135372
220	0.3878442853
221	0.3876445387
222	0.3875667111
223	0.3874049453
224	0.3872661051
225	0.3871244009
226	0.3870326988
227	0.3869405551
228	0.3868418326
229	0.386738053
230	0.3865625325
231	0.3864928268
232	0.386324804
233	0.3862724903
234	0.3861697107
235	0.3859919903
236	0.3857909732
237	0.3856875169
238	0.3854815045
239	0.3853344249
240	0.3852554264
241	0.3851968654
242	0.3850321992
243	0.3849321092
244	0.3847920624
245	0.3847488242
246	0.3845704756
247	0.3844712549
248	0.3844175019
249	0.3842341041
250	0.3841783383
251	0.3841100456
252	0.3839742318
253	0.3838026601
254	0.3836509059
255	0.3835864244
256	0.3835673932
257	0.3834279221
258	0.3833184303
259	0.3831828411
260	0.3830443573
261	0.3829380592
262	0.3828212521
263	0.3827290228
264	0.3826276925
265	0.3824909017
266	0.3823842003
267	0.3823049923
268	0.3821157921
269	0.3819709912
270	0.3817870783
271	0.3817674715
272	0.3816213302
273	0.3813439565
274	0.3812071506
275	0.3810659464
276	0.3809441234
277	0.3808036057
278	0.3807111365
279	0.380595426
280	0.380568443
281	0.380367399
282	0.3801830871
283	0.3800526192
284	0.3799966102
285	0.379889632
286	0.3797951731
287	0.3796192013
288	0.3795397294
289	0.37937297
290	0.3792944397
291	0.3791388239
292	0.3790757048
293	0.3790743377
294	0.3789640083
295	0.3787712329
296	0.3786936944
297	0.3785676617
298	0.3784626113
299	0.3782167467
300	0.3781598108
301	0.3780854602
302	0.3779290778
303	0.3778419936
304	0.3777861979
305	0.3777293156
306	0.3775722649
307	0.3775285229
308	0.3773248061
309	0.3771489714
310	0.3770871193
311	0.3769620034
312	0.3768873234
313	0.376831148
314	0.3766867565
315	0.3766309777
316	0.3765405178
317	0.3764313684
318	0.3763598472
319	0.3762935013
320	0.3762150576
321	0.376091717
322	0.3758894999
323	0.3758745508
324	0.3757541459
325	0.3755812828
326	0.3755007833
327	0.3754647523
328	0.375343415
329	0.3752391494
330	0.3751571856
331	0.3749946859
332	0.3749097681
333	0.3748596156
334	0.3747532291
335	0.3745898224
336	0.3744791782
337	0.3744297362
338	0.3743687535
339	0.3742983688
340	0.3741802209
341	0.3740676522
342	0.3739675553
343	0.3738397157
344	0.3737096587
345	0.3736624741
346	0.3735848556
347	0.3734780991
348	0.3734340011
349	0.3733638048
350	0.3732543215
351	0.3731228111
352	0.3729971133
353	0.3728665093
354	0.3727196294
355	0.3726484219
356	0.3725956226
357	0.3724422039
358	0.3723780839
359	0.3722467837
360	0.3720515078
361	0.371918843
362	0.3717345756
363	0.3715945501
364	0.3714921397
365	0.3713378195
366	0.3711996328
367	0.3710225765
368	0.3709867975
369	0.3708408982
370	0.3707473352
371	0.3706150279
372	0.3704804586
373	0.3703612916
374	0.37020892
375	0.370162793
376	0.3700966099
377	0.3699517092
378	0.3698942459
379	0.3697870788
380	0.3696372618
381	0.3695292958
382	0.369422167
383	0.3693046197
384	0.3691802457
385	0.3690212757
386	0.3688439534
387	0.3688311157
388	0.3687582269
389	0.3687465935
390	0.3685530392
391	0.3684341414
392	0.3684118818
393	0.3682896704
394	0.3682066973
395	0.3680514906
396	0.3680412436
397	0.3679073167
398	0.3678360591
399	0.3677110262
400	0.3676046304
401	0.367484274
402	0.367405806
403	0.3673133381
404	0.3671252525
405	0.3670393066
406	0.3669368432
407	0.3668123612
408	0.3667460117
409	0.3666633843
410	0.3665033883
411	0.3664511187
412	0.3663727531
413	0.3663117213
414	0.3661441932
415	0.3660387266
416	0.3658364912
417	0.3656991469
418	0.3656157896
419	0.3654932755
420	0.365380708
421	0.3652599755
422	0.3651483359
423	0.3650604722
424	0.3649129391
425	0.3647870697
426	0.3646793166
427	0.3645330711
428	0.3643903438
429	0.3642679797
430	0.3641619042
431	0.3640062305
432	0.3638579521
433	0.3637598507
434	0.3636197481
435	0.3634860764
436	0.3633686106
437	0.3632255897
438	0.3631238717
439	0.3630362427
440	0.3628789441
441	0.3628202799
442	0.3627225786
443	0.3626088933
444	0.3625263418
445	0.3624456029
446	0.3623051251
447	0.3621828434
448	0.3620790218
449	0.3619715325
450	0.3619018828
451	0.3618176296
452	0.3617061348
453	0.3615828603
454	0.3614521595
455	0.3613371197
456	0.3612351565
457	0.3611264257
458	0.3609957313
459	0.3608138851
460	0.3606952157
461	0.3606466737
462	0.3605488781
463	0.3604179052
464	0.3603139258
465	0.3601982869
466	0.3600685082
467	0.3599472059
468	0.3598700007
469	0.3597617348
470	0.3596462467
471	0.3595127542
472	0.3594244287
473	0.3593089332
474	0.3591954547
475	0.3590429569
476	0.3589275009
477	0.3587777388
478	0.3586629306
479	0.3584947459
480	0.3583006305
481	0.3582134707
482	0.3580495214
483	0.3579100248
484	0.3577938969
485	0.3576402714
486	0.357535284
487	0.3574361272
488	0.3572520701
489	0.3571372206
490	0.3569691899
491	0.3568534026
492	0.3566768523
493	0.3565648753
494	0.3564651772
495	0.3563378928
496	0.3562169733
497	0.3561176217
498	0.3560597623
499	0.3558924287
500	0.3558198141
501	0.355654006
502	0.3555635563
503	0.3554204454
504	0.3552952524
505	0.355195726
506	0.3550937326
507	0.3549317734
508	0.3548328989
509	0.3546961714
510	0.3546209449
511	0.3544617836
512	0.3543540623
513	0.3542819165
514	0.3541665947
515	0.3540154785
516	0.3538717864
517	0.3537651715
518	0.3536490083
519	0.353543839
520	0.3534511144
521	0.3533154657
522	0.3532044226
523	0.3531294494
524	0.3529806132
525	0.3528461108
526	0.3527511249
527	0.3526479007
528	0.3524975528
529	0.3523615264
530	0.3522142756
531	0.3520754521
532	0.3519459994
533	0.3518157447
534	0.351665116
535	0.3515454795
536	0.3514599833
537	0.3513454388
538	0.3512141965
539	0.3511376615
540	0.3510017757
541	0.3508515115
542	0.3507452814
543	0.3506504122
544	0.3505234695
545	0.3504274545
546	0.3502979627
547	0.3502044796
548	0.3501114157
549	0.3499940416
550	0.3499142203
551	0.3497794172
552	0.3497146477
553	0.3495479711
554	0.3494244722
555	0.3493123483
556	0.3492186909
557	0.3491420729
558	0.3490603956
559	0.3488970911
560	0.3487869536
561	0.3486712773
562	0.3486003909
563	0.3484652574
564	0.3483950181
565	0.3482960994
566	0.3481932849
567	0.3480606427
568	0.3479401545
569	0.3477968266
570	0.3476664224
571	0.3476120365
572	0.3475201902
573	0.3474169209
574	0.3472838648
575	0.3471332401
576	0.3470602094
577	0.3469599948
578	0.3468767539
579	0.3468072281
580	0.3466740272
581	0.3465815325
582	0.3465019759
583	0.3463965784
584	0.3462846004
585	0.3461977773
586	0.3461065175
587	0.3459965753
588	0.3459275596
589	0.3458000432
590	0.3457337542
591	0.34566488
592	0.3455447607
593	0.3454205671
594	0.3453523032
595	0.3452943566
596	0.3452119999
597	0.3451541143
598	0.345061557
599	0.3449292145
600	0.3448419609
601	0.3447181155
602	0.3446020351
603	0.3445449131
604	0.34446951
605	0.3443138793
606	0.3442244267
607	0.3441202108
608	0.3439928878
609	0.3439359487
610	0.3438084373
611	0.3437551776
612	0.3436659058
613	0.3436111251
614	0.3434828513
615	0.3433666673
616	0.3432832478
617	0.3432097873
618	0.343094062
619	0.3429905208
620	0.3429070853
621	0.3428020324
622	0.3426817171
623	0.3425708901
624	0.342469725
625	0.3423820808
626	0.3422971349
627	0.3421718124
628	0.3420690799
629	0.3419413612
630	0.3418837578
631	0.3417842284
632	0.3416309463
633	0.3415512489
634	0.3414449948
635	0.3413565523
636	0.3413026386
637	0.3412130911
638	0.3411450084
639	0.341015187
640	0.3409332839
641	0.3408286805
642	0.3407466322
643	0.3406945113
644	0.340501171
645	0.3403866481
646	0.3402571357
647	0.3400649513
648	0.3399643886
649	0.3398489375
650	0.3397772202
651	0.3397254501
652	0.3396112692
653	0.3395012665
654	0.3393534931
655	0.3393008712
656	0.3392323123
657	0.3391495847
658	0.3390628745
659	0.3389326618
660	0.3388262684
661	0.3387667958
662	0.3386035019
663	0.3385187154
664	0.3384528402
665	0.3383784227
666	0.3382858452
667	0.3381727379
668	0.33809954
669	0.3380391321
670	0.3379309467
671	0.3378696904
672	0.3377972251
673	0.3376981239
674	0.3376257832
675	0.3375580175
676	0.3375019732
677	0.3373986186
678	0.3372877914
679	0.3372136698
680	0.3371488789
681	0.3370438388
682	0.336935807
683	0.3368723097
684	0.3368104452
685	0.3366796455
686	0.3365738228
687	0.3364284061
688	0.336368299
689	0.3363249119
690	0.336206262
691	0.3360814702
692	0.335996696
693	0.3359265109
694	0.3357482684
695	0.3356621
696	0.3355617331
697	0.3354312647
698	0.3353604181
699	0.3352561069
700	0.3351195366
701	0.3349605304
702	0.3349113124
703	0.3348293039
704	0.3347223573
705	0.334660381
706	0.3345369955
707	0.3344781345
708	0.3343333007
709	0.334246297
710	0.3341828923
711	0.3340450186
712	0.3339259562
713	0.3338154898
714	0.3337206087
715	0.3335721871
716	0.3335340471
717	0.3334363211
718	0.3333073414
719	0.333216583
720	0.3331067121
721	0.3329912327
722	0.3328411628
723	0.3327685446
724	0.3326284385
725	0.3325596036
726	0.3325161909
727	0.3324321946
728	0.3322890585
729	0.3322349968
730	0.3321392548
731	0.3320877163
732	0.332008321
733	0.3319636846
734	0.3319146179
735	0.3318046465
736	0.3316767847
737	0.3316223952
738	0.3315296379
739	0.3314492649
740	0.3313300732
741	0.3311647003
742	0.3310720826
743	0.3309519528
744	0.3308856212
745	0.3308215187
746	0.3306981517
747	0.3305790777
748	0.3305294457
749	0.3304358176
750	0.3303223748
751	0.3302422517
752	0.3301399134
753	0.3300135413
754	0.3298674594
755	0.3297665819
756	0.3296449231
757	0.3295836729
758	0.329479702
759	0.3293651874
760	0.3292756826
761	0.3292043036
762	0.3291246075
763	0.3290493941
764	0.3289673467
765	0.3288701984
766	0.3287364404
767	0.3286660162
768	0.3285767302
769	0.328532131
770	0.3284677283
771	0.3283963837
772	0.3282616831
773	0.3282012139
774	0.3281014588
775	0.3279459865
776	0.3278482914
777	0.3277814149
778	0.3277137422
779	0.3276478393
780	0.3275560682
781	0.3274842615
782	0.3273647574
783	0.3273344765
784	0.3272964163
785	0.3271822272
786	0.3271101826
787	0.3270414468
788	0.326936777
789	0.3268769922
790	0.3268048828
791	0.326682076
792	0.3266128841
793	0.3265272897
794	0.3264239997
795	0.3263333195
796	0.3262450272
797	0.3261338514
798	0.3260157079
799	0.3258860128
800	0.3258120332
801	0.3257081733
802	0.3255851374
803	0.3254703519
804	0.3254158813
805	0.3253327467
806	0.3252422348
807	0.3251284412
808	0.3250432334
809	0.3249594897
810	0.324857186
811	0.3247817863
812	0.3247172346
813	0.3246814121
814	0.3246088532
815	0.3245121305
816	0.3244077011
817	0.3243121909
818	0.3242148174
819	0.3241150478
820	0.3240385451
821	0.3239329135
822	0.3238650355
823	0.3237832934
824	0.3236757971
825	0.3235966447
826	0.3235090047
827	0.3233944817
828	0.323314123
829	0.32325257
830	0.3231720803
831	0.3230915757
832	0.3230242995
833	0.3229182655
834	0.3228145736
835	0.3227303972
836	0.3226555518
837	0.322585415
838	0.3225290026
839	0.322417517
840	0.3223533015
841	0.3222893898
842	0.3222226679
843	0.3221535279
844	0.3220768881
845	0.3219745857
846	0.3218330824
847	0.3217226235
848	0.3215927058
849	0.3214892082
850	0.3214153489
851	0.321332555
852	0.3212321616
853	0.3211217428
854	0.3210153932
855	0.3209030235
856	0.3208191426
857	0.3206777489
858	0.3205626874
859	0.320500666
860	0.3204402608
861	0.3203866316
862	0.3203235745
863	0.3202570428
864	0.3201867645
865	0.3201324715
866	0.3200569752
867	0.3199681051
868	0.3198787572
869	0.3197384377
870	0.3196607414
871	0.3195727625
872	0.3194949326
873	0.3193911505
874	0.3192848479
875	0.3192292954
876	0.3191457887
877	0.3190469902
878	0.3189525283
879	0.3188412
880	0.3187737867
881	0.3186821498
882	0.3186186872
883	0.3185614457
884	0.3184956766
885	0.3183736547
886	0.318316802
887	0.318236125
888	0.3181419431
889	0.3180379702
890	0.3180041704
891	0.3179436675
892	0.3178671868
893	0.3177618992
894	0.3176850137
895	0.3176143125
896	0.3175559587
897	0.3174514744
898	0.3174146116
899	0.3173250928
900	0.3172910358
901	0.3172090523
902	0.3171431252
903	0.3170151162
904	0.3169566009
905	0.3169210107
906	0.3168895756
907	0.316790821
908	0.3167327734
909	0.3166866426
910	0.3166508329
911	0.3165832891
912	0.3165418938
913	0.3164368918
914	0.3163390259
915	0.3162222328
916	0.3161107129
917	0.3160470174
918	0.3159893495
919	0.3158593238
920	0.315720779
921	0.3156339284
922	0.3155322079
923	0.3154400666
924	0.3153549723
925	0.3152914458
926	0.3151648342
927	0.3150549125
928	0.3149944707
929	0.3149063928
930	0.3148564577
931	0.3147708549
932	0.3147073196
933	0.3146278395
934	0.3145240826
935	0.3144474566
936	0.314403499
937	0.314286125
938	0.3141152221
939	0.314072389
940	0.3140221492
941	0.3139553071
942	0.3138766486
943	0.3138480123
944	0.3137536764
945	0.3137039089
946	0.3136111826
947	0.3135866847
948	0.3135249396
949	0.3134022379
950	0.3133038872
951	0.3131904315
952	0.3131087258
953	0.3130596839
954	0.3130058355
955	0.3129488997
956	0.3128671713
957	0.3128068601
958	0.3127121505
959	0.3126537963
960	0.3126058732
961	0.3125765571
962	0.3125172167
963	0.312435084
964	0.3123444804
965	0.3122385706
966	0.3121804814
967	0.3120758907
968	0.3120439326
969	0.3119248597
970	0.3118650772
971	0.3117477945
972	0.3116985451
973	0.3116362298
974	0.3115032364
975	0.3113978697
976	0.3113533975
977	0.3112614053
978	0.3112112113
979	0.3110957514
980	0.3109969464
981	0.3109338843
982	0.3108858101
983	0.3108019683
984	0.3107286511
985	0.3106556128
986	0.3105642458
987	0.3104969811
988	0.3104037411
989	0.3103294641
990	0.3102949381
991	0.3101794294
992	0.3100849862
993	0.3099889781
994	0.3099220012
995	0.3098055714
996	0.3097345204
997	0.3096869858
998	0.3096384587
999	0.309543316
